Median_Household_Income_2018,PCTPOVALL_2018,Unemployment_rate_2018,Percent of adults with less than a high school diploma 2014-18,diabetes_prevalence,Heart disease_prevalence
64188,7.4,2.1,6.2,10.6,7.4
58956,13.0,3.4,15.8,14.0,8.1
38927,17.1,6.4,16.7,15.1,12.1
76067,10.3,2.5,6.8,7.9,4.7
37401,21.4,5.4,21.3,16.1,9.1
80734,7.6,2.9,7.9,11.2,6.0
45596,14.5,4.1,14.2,12.3,9.3
51777,13.4,4.0,9.7,12.2,8.3
43274,12.4,2.4,6.5,13.8,9.6
67187,9.9,3.2,5.7,10.9,6.5
44726,16.8,6.6,15.5,14.7,9.3
57196,13.0,3.4,10.8,12.9,7.8
46954,11.0,2.6,7.6,12.5,9.6
48352,15.9,5.4,11.2,14.8,10.1
48263,18.3,5.3,21.6,12.9,8.6
56312,9.4,2.2,7.4,11.6,8.7
38011,21.9,4.6,16.5,18.2,11.8
53947,11.8,5.3,11.5,12.2,8.3
49956,15.1,2.0,7.2,11.9,8.7
65150,8.7,3.1,11.2,10.6,7.1
46490,14.5,4.3,8.3,13.6,10.3
40499,25.6,4.3,26.7,15.1,9.0
71207,10.9,3.1,13.4,12.7,7.4
58261,11.4,3.0,15.0,13.0,10.0
62937,14.6,2.7,9.9,9.4,5.6
51586,20.5,8.0,26.2,12.3,6.6
61560,12.1,2.8,31.8,13.1,7.0
63860,10.5,3.3,5.0,9.8,6.7
44152,15.8,4.5,17.8,15.3,9.9
43909,19.3,4.2,21.0,15.3,9.8
39444,25.9,5.0,19.8,17.3,9.0
76001,7.1,2.3,5.6,8.2,5.5
59304,12.3,3.5,17.0,13.8,7.7
49507,12.3,4.3,8.7,12.3,9.1
87336,8.0,4.5,9.4,9.5,5.8
52576,11.6,3.7,11.2,10.9,8.5
49586,16.6,5.3,12.7,12.5,9.0
26936,40.5,9.0,29.8,20.6,11.4
87959,7.0,3.6,7.2,11.6,6.4
43200,20.8,4.0,11.1,9.9,6.3
58977,11.5,2.7,9.7,10.4,8.1
47056,23.4,3.9,8.4,9.3,6.7
63261,9.3,2.4,6.9,11.5,8.3
59865,12.4,3.0,7.1,9.9,6.6
48342,13.7,6.1,8.8,15.0,10.5
52541,11.2,2.8,10.9,11.5,8.1
39756,19.5,2.9,16.1,14.7,10.5
87666,8.2,3.6,10.2,11.2,5.6
64509,11.7,3.7,9.9,9.5,5.4
56022,9.6,3.0,8.7,11.5,8.3
47319,12.3,2.9,10.7,11.6,7.8
56330,10.5,3.0,5.5,12.5,7.9
68483,9.7,4.3,8.2,11.3,8.3
54476,13.3,2.8,7.7,11.8,7.8
48040,16.0,3.2,11.6,11.2,7.0
67897,7.8,2.7,7.2,10.2,6.9
42146,14.9,5.7,19.2,17.0,12.1
61174,11.6,2.6,9.4,10.3,7.3
47924,21.7,4.2,11.8,14.6,7.2
51525,11.3,3.3,14.0,13.0,8.2
50183,14.4,3.5,10.4,13.3,8.8
52658,12.6,4.9,12.9,13.1,8.7
65060,6.8,2.5,5.8,9.8,7.3
52486,13.2,4.4,9.7,13.1,9.3
87096,7.5,3.8,7.8,9.7,5.4
47658,15.3,6.9,14.8,15.1,10.5
40545,24.4,9.3,24.4,16.0,8.6
61162,11.1,2.9,12.2,11.3,6.7
69600,8.5,2.6,8.1,10.0,6.3
54473,13.5,3.2,10.7,12.4,7.2
41418,20.2,6.6,11.6,15.4,9.7
53414,14.4,4.5,9.5,11.4,8.4
88481,4.3,3.5,4.0,9.1,6.5
66898,10.4,3.2,8.6,11.6,8.4
35184,22.1,5.6,30.1,17.0,10.1
50285,13.2,3.7,10.0,14.1,9.6
120950,6.3,2.0,5.9,6.8,3.8
40959,14.2,5.6,8.0,15.1,12.1
39850,17.1,3.8,16.5,13.0,10.8
48384,15.3,4.2,15.2,15.1,10.6
53034,16.2,4.7,17.6,14.0,7.2
53377,12.1,4.4,13.9,14.9,9.7
48529,21.4,4.4,21.2,12.7,7.4
38430,19.8,5.9,19.5,19.6,11.2
58766,10.3,3.9,11.4,12.2,8.7
46229,19.3,5.2,19.1,13.9,8.6
56991,10.7,3.9,14.4,11.5,7.9
47634,12.8,2.6,8.5,14.0,9.6
52891,13.4,3.1,11.9,11.6,8.7
49344,12.9,3.3,10.6,10.7,6.7
51386,17.5,3.9,13.1,12.7,8.2
54325,11.4,3.9,9.7,13.7,10.2
41267,22.6,6.8,15.2,14.7,10.0
54874,12.9,2.9,8.4,10.8,8.1
37624,23.3,4.7,14.4,18.1,10.9
65439,12.4,7.7,7.2,10.7,7.4
57036,12.6,5.0,10.3,11.9,6.8
33566,23.4,6.5,19.5,18.2,10.8
65914,11.8,2.9,5.1,7.9,5.3
50525,12.5,3.1,7.4,10.4,7.4
61129,11.1,2.5,9.2,9.7,6.4
68069,11.7,3.2,12.9,7.0,4.6
47905,13.1,2.7,10.1,12.4,9.0
49957,16.7,3.5,9.6,12.8,7.6
45389,25.4,4.3,4.8,6.9,4.8
51802,12.6,2.6,14.5,9.6,6.4
55766,11.5,3.2,15.2,13.2,8.4
49611,13.8,3.8,15.5,14.1,9.5
55514,12.9,4.3,12.0,12.9,8.8
46355,18.2,4.8,13.5,13.9,7.9
36976,29.1,5.3,19.9,18.0,10.8
64850,7.4,3.7,4.2,9.3,7.0
38357,23.6,3.9,17.1,15.4,8.9
48409,17.2,3.5,14.3,12.2,6.6
55136,16.8,2.3,5.8,8.4,5.4
62249,10.2,3.9,4.1,11.5,8.6
47202,17.2,4.1,17.0,11.4,6.6
47087,18.1,3.1,13.9,10.5,6.9
35812,26.0,6.8,23.9,15.4,9.6
32597,24.1,4.3,24.1,19.9,13.2
42053,14.1,2.9,22.9,13.5,10.0
43879,18.3,3.6,16.3,14.3,8.6
43591,23.5,3.9,25.9,16.3,9.3
46378,19.5,2.9,4.1,7.4,5.1
67804,20.1,4.2,13.6,9.0,5.1
51594,13.6,2.7,12.2,11.6,6.9
46017,15.0,5.0,19.8,15.1,9.6
62343,11.9,2.9,8.0,9.9,6.5
68743,17.5,3.0,14.5,8.7,5.0
49117,15.3,3.0,21.2,15.6,8.3
53187,12.5,3.8,11.5,13.5,8.8
51730,11.9,2.8,13.8,13.3,8.1
47047,16.2,2.2,11.8,14.1,11.0
51382,16.7,3.9,10.4,12.4,7.1
57599,11.8,4.5,7.1,11.8,8.1
39556,21.9,6.2,16.3,19.6,11.1
42719,18.5,3.3,19.9,15.2,9.9
66059,12.1,3.5,14.4,12.0,6.2
87333,5.0,2.7,3.9,8.4,5.8
49580,14.7,4.4,10.5,12.1,8.0
62875,14.9,5.2,14.3,13.0,6.5
58384,9.0,5.3,8.6,11.2,8.3
70808,13.5,4.0,7.9,10.1,5.1
63755,11.9,3.5,8.9,12.2,7.1
74421,8.4,3.2,12.2,8.0,5.5
58017,10.5,2.6,8.7,11.3,7.5
37026,19.7,5.2,16.5,16.0,11.7
52506,15.6,3.0,11.8,12.4,7.8
39882,25.7,3.8,20.8,15.8,9.5
54092,11.1,5.2,9.1,11.6,8.3
54581,9.7,3.6,10.5,13.1,8.8
50122,14.2,5.1,14.6,15.0,8.5
41630,19.3,4.3,19.0,16.6,9.8
66006,10.6,3.1,12.5,12.4,7.8
51690,10.9,2.4,7.6,11.0,8.2
57052,12.1,2.7,23.5,13.1,8.0
44811,16.6,4.4,14.6,12.3,8.5
48040,16.8,3.7,21.7,15.6,9.0
42479,19.5,4.3,11.3,14.1,8.9
44804,14.1,3.4,16.1,15.2,10.8
50501,18.9,5.7,15.1,14.1,6.3
53132,11.3,2.8,6.7,10.4,7.2
38249,22.8,3.9,19.3,16.7,11.1
62877,8.0,3.3,11.4,11.5,7.6
48708,20.5,4.4,18.7,15.5,9.1
44688,16.7,5.5,23.2,14.9,10.4
50054,13.4,3.6,8.3,10.6,7.2
42552,17.2,3.1,11.5,12.9,9.2
54376,11.7,4.9,8.9,11.3,8.4
74507,9.2,5.8,13.8,10.7,7.0
51192,15.7,4.2,16.3,14.4,9.3
45163,20.5,6.5,19.0,14.7,9.8
57155,14.0,4.8,14.3,11.9,7.0
44423,18.9,4.0,8.1,13.6,8.6
48413,17.3,4.2,8.9,12.5,8.4
63839,9.1,3.9,6.8,10.1,6.2
55965,12.1,2.6,7.3,11.1,8.2
73718,8.3,3.1,10.9,11.0,7.1
48323,17.3,4.6,13.3,13.6,7.8
43478,19.1,4.7,13.4,15.1,8.7
70036,9.5,2.7,6.8,11.2,7.7
60059,13.8,2.5,13.3,10.7,6.9
48747,22.3,3.5,15.0,12.1,6.4
55512,11.0,3.3,10.8,11.2,8.5
52568,9.8,2.3,6.3,10.9,8.8
53286,11.1,1.8,9.9,10.6,7.8
67024,9.6,2.8,9.5,8.7,6.2
76373,10.7,3.4,10.7,9.8,6.4
52308,13.3,6.0,6.7,13.3,9.5
43880,15.3,3.4,7.3,13.1,9.3
46300,15.7,3.3,19.0,15.5,9.3
87267,5.2,1.7,4.7,7.1,4.6
51302,13.7,2.4,20.2,12.7,8.2
42754,13.5,3.7,7.2,12.8,9.8
43196,20.7,6.2,12.0,13.3,9.8
45261,15.5,3.3,14.1,15.0,9.9
56493,10.7,2.8,6.0,11.6,8.0
64399,12.1,2.4,10.3,12.3,8.3
