Median_Household_Income_2018,PCTPOVALL_2018,Unemployment_rate_2018,Percent of adults with less than a high school diploma 2014-18,diabetes_prevalence,Heart disease_prevalence
49685,12.6,2.6,11.4,12.4,9.1
58335,9.2,4.1,6.9,9.9,7.0
42423,18.9,4.2,20.4,18.6,11.2
36044,22.3,6.9,17.0,17.8,13.5
67269,7.8,4.1,7.2,9.7,6.6
53738,13.0,3.5,14.8,12.2,8.0
48018,14.0,3.2,18.7,14.4,9.7
37755,19.9,5.4,19.2,14.5,10.4
51579,14.1,3.0,14.9,13.1,8.8
28542,37.0,8.4,28.8,22.8,11.5
55122,13.8,3.9,13.8,14.1,8.2
73315,8.4,4.2,9.0,8.9,5.9
48764,14.6,6.0,11.2,12.6,9.3
57785,10.4,2.7,7.2,8.9,6.4
54019,12.3,3.7,14.0,16.0,12.1
41968,15.8,4.2,19.7,15.1,10.7
67087,14.4,4.2,4.1,8.2,5.5
39123,25.2,7.6,14.2,15.1,9.2
47758,15.0,3.7,16.6,13.2,9.0
74351,7.0,2.2,6.3,9.8,6.4
31118,25.7,5.5,26.9,18.0,12.9
46187,14.4,5.1,8.8,11.3,7.8
32814,26.0,5.4,19.3,20.4,9.5
38775,22.8,3.8,18.5,15.2,9.3
56500,12.5,4.6,9.6,11.6,8.3
61413,9.5,3.3,17.0,11.8,6.7
44259,13.1,3.2,11.4,13.1,9.4
50377,17.6,3.1,14.2,11.0,6.4
84381,5.7,2.9,4.5,8.2,4.2
82819,8.8,3.5,8.4,9.5,5.2
45075,19.5,3.3,21.7,13.9,9.6
46715,16.3,2.4,7.3,10.4,7.4
48707,14.0,4.2,12.6,13.2,8.6
54795,11.9,3.9,10.1,11.1,8.5
54866,9.5,2.2,11.4,10.9,7.8
101740,4.2,2.7,3.6,9.0,5.1
57939,9.9,3.2,10.9,12.5,8.6
41511,22.0,5.2,13.8,17.2,8.5
60383,15.5,3.8,9.0,11.3,6.0
37729,21.7,4.5,18.0,16.3,10.2
34023,27.4,8.2,20.3,17.8,10.5
58715,10.0,1.3,5.8,13.0,9.8
57243,10.9,4.5,16.7,11.2,7.5
49356,16.5,10.9,9.8,14.2,9.2
53908,15.2,4.9,9.2,11.2,7.7
51835,12.8,3.6,15.0,12.6,8.2
70938,9.1,2.7,10.9,11.6,7.5
46786,14.6,3.9,9.6,12.0,9.3
56960,10.6,2.7,9.1,12.1,7.8
61614,10.9,2.8,26.5,12.9,7.0
57934,10.4,3.2,9.0,11.2,7.5
49561,14.5,4.0,7.4,11.2,8.4
92284,5.2,4.0,5.2,9.6,6.3
35308,23.0,5.0,18.6,18.4,12.4
57367,9.0,2.6,14.5,11.9,7.4
46529,16.8,4.8,8.9,12.2,8.5
38827,24.5,3.8,20.1,15.5,8.9
51088,13.1,3.9,16.2,12.7,7.6
70942,7.3,2.8,7.7,10.0,6.5
29515,24.3,5.5,20.1,14.3,7.6
48988,16.2,4.7,9.4,11.9,8.7
43819,16.5,2.6,9.6,13.8,9.8
49403,18.2,11.6,14.5,14.5,8.6
41268,22.4,4.1,31.6,16.1,9.2
36667,25.5,7.2,24.9,16.4,11.8
61631,13.2,3.2,21.6,12.6,7.6
50644,14.7,3.5,9.2,11.8,7.5
48004,18.5,4.2,16.5,16.1,9.3
54663,12.9,3.5,13.6,16.6,9.3
52346,16.9,3.3,12.8,12.2,7.7
84946,10.7,2.4,25.4,11.9,6.4
52095,15.7,4.4,11.7,14.7,8.6
39551,18.1,5.0,16.9,17.1,9.5
59337,21.1,14.2,18.1,14.9,8.7
56781,14.1,2.8,33.0,14.1,7.7
99425,10.1,2.2,7.5,8.3,4.5
44774,13.6,3.0,8.7,14.7,10.5
31662,54.0,10.3,24.0,17.9,10.9
47797,17.1,3.0,2.2,12.7,8.8
45341,21.5,2.1,36.1,13.7,6.7
80063,8.6,5.1,20.1,10.6,5.6
48614,16.5,4.0,15.0,15.2,10.1
39627,20.3,4.2,18.5,15.3,10.2
32613,24.4,5.2,19.2,20.5,11.7
65912,10.4,5.3,18.2,11.4,7.9
42022,22.6,6.2,22.9,12.5,7.7
32495,30.2,5.5,18.3,19.8,9.3
62029,9.2,1.9,4.8,9.9,7.1
51373,14.1,4.1,9.2,12.8,9.0
71789,10.8,2.2,4.4,6.9,4.9
51985,16.2,4.1,13.8,12.6,8.5
47073,18.4,4.1,8.7,10.8,7.4
49200,12.9,3.7,9.0,11.4,8.7
60309,10.2,4.4,9.2,11.5,8.3
48390,13.7,3.1,6.2,12.3,8.6
50055,15.5,4.2,9.0,12.1,9.0
41421,18.2,3.2,22.4,17.3,10.5
63067,10.1,2.6,9.1,11.8,7.1
39104,21.7,4.0,16.7,15.6,8.2
80737,7.8,4.3,13.8,11.6,6.1
88384,7.3,3.2,7.5,9.0,5.1
58295,11.0,2.7,9.9,12.9,8.3
43827,16.8,3.0,25.8,15.1,10.5
58641,9.0,3.2,8.4,11.6,8.2
60452,11.9,4.5,13.4,12.9,8.4
56651,11.9,3.2,11.3,10.8,7.3
37776,23.3,5.1,18.3,15.5,11.3
50646,13.1,3.5,8.7,13.1,9.0
71961,8.8,4.0,7.2,10.6,6.2
48725,14.6,2.1,15.8,13.9,9.5
51897,16.5,3.9,13.0,11.2,7.5
60828,9.4,3.3,42.4,11.8,8.6
39450,15.3,4.8,12.5,14.9,10.5
55343,15.4,4.3,24.7,13.7,8.9
73831,5.6,3.0,6.2,11.1,6.6
38449,19.0,5.0,20.2,13.2,10.0
41874,18.3,4.5,20.0,14.7,9.7
45385,18.4,4.2,14.3,16.4,9.0
53060,10.3,4.3,14.5,14.6,9.2
46525,24.0,5.1,16.0,14.8,7.8
41807,16.0,4.2,8.8,14.0,9.0
61667,9.9,3.4,9.9,10.7,7.5
62175,10.3,8.4,8.8,12.2,8.8
43192,21.1,4.7,26.6,18.8,11.6
80231,7.7,3.5,9.9,9.1,6.6
42098,23.4,6.9,18.1,14.9,8.2
54412,10.7,5.2,6.6,11.3,8.0
45221,12.8,2.6,6.3,11.5,8.7
64777,6.9,2.5,7.4,11.3,8.0
42282,19.0,5.1,7.2,10.2,7.8
37049,24.1,6.1,19.0,19.2,8.5
44080,18.9,3.7,21.4,14.5,10.3
41642,20.2,4.7,17.4,15.3,8.8
38680,20.1,4.0,24.4,16.9,12.1
46014,12.2,3.1,10.2,12.8,9.4
36042,21.1,5.9,20.1,19.5,11.3
55345,9.9,2.6,4.9,11.0,7.1
43651,17.7,4.0,17.5,14.5,10.2
42606,19.2,4.3,17.6,15.8,8.7
47906,13.4,3.0,8.8,12.2,8.9
59440,11.1,3.6,7.4,10.5,8.0
48070,13.5,5.5,11.6,16.0,11.5
48998,14.3,5.0,10.3,13.8,10.0
61987,10.1,3.8,23.1,12.7,6.7
56168,10.9,2.7,7.1,9.7,7.5
51848,9.3,2.6,8.0,13.8,10.4
41281,19.8,4.3,21.3,15.2,10.1
41127,19.6,5.5,17.7,16.4,10.8
46843,15.6,3.6,16.8,13.8,8.8
45074,15.5,3.0,16.8,13.1,9.3
42540,15.9,7.1,12.6,14.4,11.2
60044,9.7,2.2,8.2,11.2,8.0
40639,15.5,3.1,12.8,15.0,10.6
53833,14.7,3.7,5.8,9.5,7.3
58448,14.5,3.5,10.3,8.8,5.0
60801,10.8,3.4,13.3,12.3,8.7
41213,19.0,5.7,16.4,15.2,11.1
60826,12.8,5.9,13.1,12.7,7.6
56862,9.2,3.3,9.9,13.0,8.3
44438,21.1,5.5,12.9,16.1,11.2
68835,8.7,3.3,14.0,11.0,7.4
42768,19.9,5.6,17.8,17.0,9.3
64121,8.5,3.4,7.3,10.6,7.9
89678,6.2,3.5,7.1,9.3,6.8
43983,20.1,5.0,17.6,12.9,7.7
49712,12.9,2.6,14.7,11.3,8.2
48116,19.4,5.3,14.7,15.0,8.7
39463,16.9,4.1,14.4,13.2,9.7
60862,18.9,4.2,18.4,11.6,6.3
39536,17.3,3.2,23.9,14.7,9.5
91028,5.2,2.6,6.9,9.8,6.5
60695,8.9,3.3,1.4,10.8,7.1
75836,9.9,4.0,8.9,12.0,6.4
59408,13.0,5.2,6.3,9.8,6.5
41873,21.3,3.9,10.9,12.4,8.7
40680,21.6,5.7,9.4,14.4,10.3
51497,11.2,2.7,9.5,11.4,8.3
42785,22.0,6.0,20.8,17.5,8.9
45680,19.6,4.0,18.2,14.2,8.0
61341,10.2,3.5,7.6,9.0,6.0
53901,11.9,5.1,10.4,12.4,8.4
37259,21.3,4.4,16.4,17.9,10.9
48137,14.5,6.1,7.5,13.5,10.0
58203,11.9,3.1,12.1,11.7,7.8
52538,24.1,2.9,7.5,8.4,5.4
44132,18.4,5.6,21.7,15.0,10.3
48342,12.6,2.0,11.5,10.2,7.8
64456,9.2,2.1,3.9,10.6,7.5
54917,9.9,4.0,6.4,11.0,8.2
59616,15.6,6.4,21.7,11.2,6.5
54319,11.8,3.5,7.8,11.7,8.5
50576,15.6,4.8,10.4,12.1,9.0
40416,30.7,5.8,10.4,10.3,6.9
61118,9.6,4.2,10.6,12.3,8.2
46645,13.4,9.7,9.8,15.1,11.4
42571,18.6,5.4,21.5,15.4,10.7
40322,19.8,4.1,23.8,15.5,10.7
115930,3.8,2.5,4.4,9.0,5.6
48519,19.7,3.6,12.3,10.8,5.8
40199,17.3,3.5,17.1,15.3,10.1
40204,17.9,3.0,23.5,14.0,9.5
45510,15.2,3.4,15.0,12.4,9.3
55692,10.9,6.5,8.8,13.4,10.2
52837,18.1,3.6,7.3,9.1,6.0
100075,7.3,3.9,9.6,10.7,6.4
49301,13.9,3.2,16.2,13.8,9.5
47484,14.9,5.3,17.0,12.5,9.1
52588,14.1,3.6,21.2,14.6,7.8
48731,16.7,4.0,12.7,15.1,10.7
52840,10.3,4.0,5.6,11.1,8.1
60512,12.6,4.1,12.0,13.0,6.1
83330,9.7,2.0,28.9,13.0,8.2
50412,13.2,3.5,19.8,13.5,9.2
36903,20.5,3.7,16.3,13.6,9.5
64524,9.2,3.3,8.2,12.1,8.8
38040,23.9,4.0,22.6,15.2,11.1
40965,21.6,4.4,20.1,15.6,9.3
47357,12.7,4.8,7.1,12.7,9.0
47623,15.6,4.1,22.2,15.4,10.4
50605,10.9,3.5,9.4,12.5,8.4
49845,10.5,2.8,24.7,12.9,7.3
39506,18.1,5.0,15.3,18.8,12.8
53251,19.2,4.4,4.9,8.6,5.4
49068,15.6,3.0,7.2,11.1,9.1
54438,10.0,2.9,6.0,11.7,8.4
39237,20.8,4.3,10.9,15.0,9.4
55517,13.2,4.4,12.1,10.9,7.4
83695,7.7,2.3,8.3,12.3,5.9
54524,22.0,8.2,12.7,14.0,8.4
41214,18.0,4.2,17.2,15.2,9.9
89964,8.0,3.8,10.2,10.8,6.2
73703,9.3,3.3,11.8,12.8,8.7
60896,8.4,2.8,11.6,12.9,8.4
52573,12.8,4.0,10.8,13.2,9.3
81925,6.6,2.9,5.4,10.3,7.5
43598,20.8,4.7,13.8,14.4,8.8
50956,15.9,4.9,12.6,12.0,7.9
50819,15.3,4.7,18.9,14.6,10.0
53809,10.1,3.6,9.0,12.6,7.7
47917,23.8,6.2,21.0,15.6,8.6
58587,9.8,2.7,7.2,10.7,7.8
37327,18.3,4.4,17.2,17.0,9.1
43903,22.0,4.8,21.6,13.3,8.3
71959,13.6,5.1,16.6,12.3,6.8
45440,13.9,2.9,12.4,13.6,9.8
66090,12.4,3.6,9.4,11.4,6.2
72645,5.3,2.6,6.0,8.5,6.0
57069,9.7,3.4,7.5,10.8,7.2
81850,6.5,3.2,5.5,7.7,5.1
47508,15.9,3.8,13.7,12.8,8.5
55787,10.4,2.3,29.8,11.9,7.4
93345,4.2,3.5,7.9,8.4,4.8
57422,9.5,5.2,7.2,11.9,8.7
44938,15.1,5.2,12.2,14.1,9.6
33659,32.7,5.2,18.8,19.1,10.9
47685,16.1,4.3,9.1,12.0,5.5
47825,16.3,2.6,13.0,11.9,8.0
65468,11.0,3.0,9.9,12.1,6.2
43573,12.9,5.5,20.0,15.6,10.9
36762,21.3,3.6,12.7,14.0,9.8
39254,23.5,4.1,17.6,15.5,10.5
53559,17.3,6.3,20.5,14.3,7.8
49707,16.0,4.3,17.5,14.2,9.9
46864,16.3,3.9,14.7,12.9,8.5
62958,14.2,2.8,8.5,11.0,5.9
103536,4.1,3.4,3.3,9.4,5.6
52018,11.4,4.5,10.2,12.7,9.2
64344,11.7,5.6,8.6,11.8,8.2
54823,11.2,4.5,6.9,11.5,7.9
90937,7.5,2.9,6.9,11.2,7.1
44773,18.7,3.4,16.4,14.9,10.4
79834,8.6,4.9,15.9,10.1,6.0
61675,11.3,3.0,9.7,9.9,6.5
37648,18.0,2.9,22.5,15.8,10.9
63338,10.2,5.1,9.6,11.7,7.8
51665,17.3,5.0,21.5,14.0,8.9
62657,10.3,5.4,7.1,12.1,8.0
47028,17.5,5.0,16.1,16.0,10.7
43967,16.1,4.5,15.5,13.7,10.2
67434,11.5,3.5,13.8,11.8,6.7
46417,15.5,6.7,10.5,14.0,10.0
78503,8.6,2.4,8.0,10.4,6.4
36862,25.3,5.0,18.4,16.5,10.3
64580,11.6,3.1,10.0,10.1,5.3
47074,14.2,4.7,30.6,14.0,8.2
51771,17.9,5.5,11.1,13.0,7.7
51911,9.2,2.2,5.8,11.1,8.5
60556,9.0,2.7,12.6,11.9,8.2
43245,15.8,3.9,17.8,15.1,11.2
70093,9.4,2.6,7.7,9.9,7.1
56997,23.1,2.5,9.1,9.1,5.3
76507,7.8,2.8,8.8,11.0,6.9
52085,14.2,4.1,19.3,14.8,8.7
44348,23.1,4.8,14.2,14.6,7.9
54282,9.7,2.4,5.8,11.5,8.5
53865,12.5,3.4,2.9,11.9,8.4
57925,13.7,2.8,14.5,12.0,8.3
75421,8.5,3.2,5.2,8.0,5.8
45311,13.2,5.5,10.4,15.4,10.7
42439,19.2,4.4,17.1,16.2,11.0
62097,8.6,2.7,8.0,9.1,6.1
70626,12.7,2.9,9.1,9.6,6.3
61579,9.9,3.4,7.7,11.3,7.5
46764,16.8,4.4,18.4,15.1,9.6
38596,22.2,5.3,14.0,16.4,9.2
34054,23.0,6.3,20.8,18.3,13.3
45607,17.6,4.4,11.8,13.8,10.4
76475,6.5,4.3,5.1,10.5,7.0
50464,13.8,3.4,20.6,12.7,7.9
84889,4.4,2.3,5.2,7.9,5.2
37071,32.5,4.5,18.0,15.2,10.2
35596,23.0,4.1,25.5,16.3,11.4
62242,13.1,4.3,7.6,10.5,7.1
53978,10.0,4.5,9.8,13.0,8.7
50785,13.7,3.9,17.2,15.6,9.2
63503,8.9,2.3,8.2,10.1,7.3
52699,13.8,3.9,8.4,13.3,8.3
56509,10.2,4.3,7.8,11.9,8.9
38110,22.5,6.1,20.3,17.9,12.1
51204,15.7,5.2,8.8,11.9,8.0
37278,29.1,4.6,24.8,18.6,9.8
41440,25.6,4.2,24.6,14.8,8.4
65182,11.7,4.5,11.4,10.6,6.8
37544,16.7,5.3,12.0,16.9,11.5
43302,16.2,4.2,18.4,18.1,11.0
52367,10.8,1.9,11.8,9.9,7.8
59913,9.6,2.5,12.3,10.3,7.8
65234,12.3,4.1,12.6,9.6,6.4
43162,20.9,4.6,13.1,15.7,10.4
46411,18.1,4.6,12.4,15.9,10.2
61219,8.9,2.8,7.8,10.8,7.2
59142,9.4,3.6,14.0,11.7,8.2
41009,17.8,3.6,13.8,15.7,11.3
41201,15.9,7.0,14.5,14.8,11.8
42605,25.0,5.0,20.8,13.2,6.7
37733,24.0,5.0,16.2,19.0,10.2
47477,17.8,3.4,13.5,13.2,8.0
36085,18.8,5.7,14.4,14.2,9.8
41455,15.2,4.6,20.9,14.5,10.2
41381,16.8,2.7,13.8,15.1,11.1
73864,8.5,3.1,11.4,11.9,6.5
47682,14.7,4.0,10.6,14.6,10.3
42782,18.4,4.8,23.8,14.2,7.8
50006,17.9,5.2,10.7,13.3,8.1
33111,37.1,5.5,22.7,16.7,9.0
53866,9.7,2.3,6.4,14.8,10.1
58170,8.8,2.1,8.8,10.4,7.0
80169,8.4,3.4,7.3,9.1,5.2
57337,10.8,3.2,10.6,12.8,7.7
49220,16.0,3.0,13.3,12.3,8.5
38242,21.7,6.5,8.5,13.5,9.7
55303,9.9,2.8,8.4,11.1,8.1
51509,15.3,4.3,10.4,12.3,8.7
54814,12.3,2.9,8.2,11.9,8.2
56099,11.6,5.0,8.4,11.8,8.4
104248,3.8,2.5,3.6,7.2,4.7
58228,10.7,4.3,11.3,14.2,11.0
36015,25.6,5.1,18.0,17.3,9.6
43533,26.7,3.7,24.0,16.7,8.8
63401,10.0,4.4,7.2,10.4,7.2
37390,21.1,5.5,16.9,15.9,11.1
54250,9.2,2.3,9.6,12.9,9.9
42532,17.7,4.9,16.6,16.0,10.5
51790,15.2,6.5,22.1,13.4,8.0
54331,8.4,3.5,9.0,12.6,8.6
54213,12.5,4.8,6.1,11.9,7.5
39381,22.2,4.5,20.6,14.0,10.1
47084,18.4,4.8,20.9,15.2,7.3
37799,17.4,4.0,17.3,14.5,10.8
56946,13.4,3.5,7.7,12.6,8.0
47097,13.2,3.7,13.9,13.5,8.9
57328,14.0,2.8,7.7,9.1,6.9
46600,13.4,3.5,22.2,13.2,8.7
59931,8.2,2.6,7.3,10.5,7.5
29631,36.3,9.2,22.6,20.1,9.7
37690,20.3,4.4,19.6,15.9,11.1
86896,6.7,2.7,10.7,6.9,4.7
51327,10.6,4.9,10.0,12.7,9.4
46365,17.3,5.5,17.0,14.2,7.8
50999,12.3,5.3,11.3,11.5,8.0
35594,25.9,8.1,40.3,17.7,8.1
37206,23.5,4.1,17.9,16.2,9.0
53806,11.0,4.1,8.4,11.9,8.3
42689,21.0,3.2,23.9,13.8,9.9
63567,14.3,6.0,21.1,12.0,6.3
44710,16.4,3.6,18.0,14.7,9.6
59901,9.6,3.8,14.7,10.8,8.0
78846,8.5,3.0,7.8,10.5,5.9
57709,9.9,4.6,10.4,11.6,7.8
56478,16.6,5.5,9.6,11.3,7.3
43402,15.3,4.1,14.1,15.5,10.5
66005,10.8,4.3,15.1,9.7,7.0
55762,10.4,4.1,9.2,11.6,8.4
46835,14.0,4.4,12.3,14.4,9.1
55504,13.4,4.5,14.4,11.6,8.9
44635,15.6,5.6,13.3,14.7,11.6
45512,18.1,4.4,13.5,16.4,10.2
36722,26.4,4.7,20.2,17.7,10.0
63600,15.8,3.2,4.6,8.3,5.8
46930,13.6,6.0,11.0,13.9,10.7
56348,10.3,3.3,9.0,11.1,8.6
41129,17.2,4.0,12.7,15.7,11.1
39513,19.5,4.1,26.9,15.2,9.8
34047,26.9,5.8,17.1,19.1,11.5
51774,12.7,2.9,6.4,9.4,7.4
39046,20.9,3.3,23.9,17.2,9.5
49538,12.7,2.5,3.7,7.9,5.4
54504,12.6,1.8,9.9,10.0,7.6
43390,15.2,3.1,17.5,13.3,9.4
36863,25.7,5.0,20.3,14.9,10.4
59240,10.3,2.8,4.5,13.6,9.3
46067,15.9,3.4,16.1,14.4,9.5
48763,17.3,6.7,11.1,12.5,9.0
48688,12.2,4.4,12.4,11.1,8.3
37659,33.9,3.2,14.2,11.9,8.0
54012,9.7,3.2,10.1,12.4,9.0
49070,13.0,3.4,19.0,13.9,9.8
36658,22.1,7.9,22.4,17.6,12.7
52496,10.3,3.1,7.8,11.8,9.5
44902,14.6,4.5,15.3,14.6,11.4
30116,31.0,6.5,29.9,21.2,10.6
98875,4.0,2.8,2.4,7.9,4.9
51155,15.3,2.4,12.3,11.5,7.8
108421,5.4,3.0,6.3,9.0,5.0
47993,16.5,4.0,14.3,16.1,9.1
61190,10.6,3.1,9.0,12.3,8.5
80428,7.0,3.4,10.2,10.4,6.2
65953,9.6,3.5,7.5,11.0,6.9
44391,24.0,6.1,34.3,16.6,9.6
48951,14.3,2.9,15.8,13.9,10.1
66296,9.6,3.4,10.5,11.0,6.6
48858,18.9,3.6,15.7,12.5,7.4
89276,11.1,7.0,10.2,11.2,6.5
39859,17.4,5.4,19.0,16.1,11.2
75534,7.1,2.9,7.0,11.5,7.0
46314,14.1,7.8,11.9,15.0,10.9
57705,15.8,4.8,17.2,10.2,6.7
55384,17.3,4.6,11.1,14.3,9.7
48826,15.1,4.3,12.3,14.8,10.1
41961,20.6,4.3,25.0,15.9,10.0
49381,18.0,3.9,10.5,9.8,5.9
59114,10.8,4.8,8.8,10.4,7.3
45566,15.7,3.7,21.1,15.6,10.9
44580,16.3,2.7,4.6,11.3,8.3
45517,17.1,4.4,20.5,16.1,9.7
47020,15.0,5.4,10.9,13.5,9.8
50113,23.2,2.8,13.3,8.9,5.1
32715,22.6,5.0,19.2,16.0,11.8
55518,12.0,2.8,13.4,13.5,8.4
39381,25.0,6.9,19.5,15.7,10.9
48517,12.6,4.0,9.0,11.5,8.9
76235,9.0,2.8,11.2,11.0,8.3
78112,9.2,4.1,7.7,8.4,5.8
48010,16.5,5.9,9.1,14.9,9.4
48989,13.0,5.5,9.6,13.7,9.1
38664,26.5,5.5,20.1,17.3,9.2
49788,16.4,4.1,19.9,13.8,8.5
46764,19.5,3.1,24.0,13.5,7.9
37566,24.6,4.2,18.4,15.6,10.7
35841,24.6,3.4,23.4,18.1,10.6
43650,14.2,1.8,6.8,11.3,8.6
78192,7.1,2.3,4.3,8.9,5.9
55580,11.3,3.0,8.0,10.1,7.6
58891,8.3,5.9,6.2,10.9,8.6
38514,19.9,5.5,19.7,16.3,9.8
37265,24.8,5.0,19.5,20.9,10.8
64756,7.8,1.9,8.3,11.1,8.0
52565,13.5,4.7,9.7,12.1,8.4
42475,22.5,3.9,20.9,15.3,10.3
40602,20.3,7.4,12.2,14.3,10.6
53626,14.8,3.6,17.5,14.4,9.2
38912,23.7,15.3,14.3,17.1,10.5
44978,16.8,3.6,12.1,14.0,10.0
75799,4.5,2.5,5.2,8.8,6.3
99223,6.7,3.7,6.8,9.9,6.3
51676,12.9,3.3,7.4,10.7,8.1
54313,14.6,5.2,11.9,12.9,7.0
48799,10.9,4.3,8.7,11.1,8.0
42904,16.4,3.8,20.0,14.6,9.5
53326,12.5,4.9,8.6,12.1,9.4
50580,13.0,3.3,14.8,14.2,8.8
55280,15.7,4.9,11.9,14.7,7.7
62126,7.6,2.5,10.0,11.7,7.6
49121,16.7,3.9,19.9,14.4,9.1
93462,6.1,2.6,7.8,9.9,6.3
48792,18.1,6.7,14.9,16.7,12.4
50162,16.0,4.1,14.6,14.0,9.4
40468,17.8,11.7,13.9,15.2,10.9
39048,25.9,5.4,16.9,17.2,9.3
50356,12.6,2.7,11.8,12.3,9.0
43367,22.3,6.6,16.3,15.8,10.2
59266,9.9,2.1,13.0,11.8,8.2
35156,24.6,4.2,19.8,18.6,12.2
39687,22.0,5.9,18.7,15.4,10.0
53921,12.8,4.5,14.8,14.6,9.9
49287,15.2,5.5,9.7,13.5,8.7
57197,10.5,4.6,9.7,11.9,8.1
46245,13.1,2.4,3.9,11.9,9.1
62149,8.6,2.6,6.2,10.4,8.2
50261,11.9,2.8,8.8,12.7,8.2
49991,14.5,3.3,11.4,13.6,8.5
39545,23.5,4.0,19.3,15.6,10.1
50368,12.5,3.3,9.1,10.3,7.3
50247,14.3,3.2,12.5,12.8,8.0
74635,4.3,9.8,6.3,7.9,5.4
46603,20.3,5.4,19.7,16.2,9.7
38400,19.7,8.2,14.3,17.0,10.4
44366,15.1,4.6,16.4,15.4,10.5
62251,8.6,3.7,11.8,12.7,8.3
42513,21.5,4.0,13.7,17.9,10.3
29267,42.5,4.7,24.8,20.6,10.0
51712,9.6,3.1,9.1,12.5,8.5
58380,8.5,3.1,11.4,13.7,8.5
52557,16.8,3.7,11.6,12.0,6.5
51905,10.3,5.5,6.5,12.3,9.4
52567,12.0,2.8,7.8,11.5,7.8
45966,13.7,2.8,7.3,12.6,8.2
43671,15.5,3.6,14.2,12.7,9.9
51859,14.2,3.2,15.9,13.9,9.6
57701,10.0,3.8,9.3,12.5,8.5
54440,14.8,4.1,11.8,14.2,10.0
140382,3.6,2.5,6.5,7.5,4.2
37365,24.5,4.8,15.4,18.6,10.4
54514,13.0,4.5,12.8,12.1,8.4
51414,16.4,3.6,13.9,14.9,9.4
44388,14.3,3.3,9.4,12.1,9.1
56188,10.3,3.5,7.5,11.0,7.3
47504,17.2,6.4,18.0,10.9,6.5
58132,15.1,2.5,5.9,8.1,5.5
33159,32.1,4.8,25.1,18.2,10.1
46428,16.8,4.0,14.8,12.7,6.6
34358,26.0,4.7,25.0,17.4,12.5
45767,13.1,2.8,11.6,12.1,8.5
45023,16.1,3.2,14.2,13.9,10.4
72277,7.4,2.6,6.0,8.7,6.4
53904,9.7,4.1,10.6,12.4,8.7
56690,12.3,3.1,14.4,13.9,9.4
47600,15.5,3.9,11.4,14.9,10.8
50893,15.2,2.6,15.0,10.1,6.9
58817,10.7,2.8,20.0,14.2,8.4
32144,27.6,5.5,29.7,15.7,11.5
57200,12.6,3.4,11.2,13.1,7.3
58371,10.7,4.8,6.7,12.2,8.1
46059,17.6,4.9,15.3,15.3,6.1
89175,7.1,3.2,5.4,9.0,5.9
59938,8.2,3.7,9.6,11.3,8.3
41295,14.5,2.6,8.8,13.7,10.7
42890,17.8,4.1,7.4,12.4,8.7
39361,20.3,4.6,19.5,19.3,11.0
40486,17.7,5.1,16.6,17.0,11.7
53381,11.5,3.1,15.4,11.8,7.1
57676,10.3,4.0,4.4,10.8,8.4
54871,12.7,2.6,14.0,14.6,10.1
40064,20.8,5.0,14.6,12.9,8.6
59613,8.5,2.9,5.4,10.1,7.2
45584,19.0,3.7,15.6,11.9,8.3
67498,8.1,2.5,13.6,11.6,7.6
47591,14.4,3.1,9.8,13.1,9.4
43783,17.2,7.0,13.8,13.2,9.4
59983,9.2,3.3,9.7,10.7,8.0
44467,16.2,4.6,3.7,11.2,8.1
65984,9.0,3.0,7.0,9.9,7.7
50684,17.4,5.6,9.7,12.3,8.2
47425,16.3,5.3,14.0,12.1,8.4
47858,15.1,3.3,14.3,13.6,9.9
48533,19.5,3.6,14.5,15.1,9.8
50093,10.8,3.4,8.3,12.8,9.6
49265,13.6,4.9,9.4,13.9,9.9
51829,14.9,3.7,21.8,12.4,8.2
63631,11.5,4.7,13.9,10.7,6.1
50981,10.3,2.6,10.1,13.4,9.0
45234,20.2,3.7,17.1,14.2,7.6
47032,12.4,3.7,8.8,12.3,9.5
53567,13.6,3.1,14.7,12.8,7.1
46026,13.4,4.7,13.5,15.0,11.2
54491,10.6,4.7,6.4,12.0,9.1
65273,10.0,2.5,20.2,13.8,7.1
53621,13.9,2.6,21.3,14.2,7.7
47864,15.4,3.4,10.1,12.4,8.0
58075,11.2,2.0,7.7,11.9,8.9
66171,8.9,2.8,10.1,11.5,7.5
87377,4.9,3.0,5.5,8.1,5.3
46782,13.0,3.9,7.7,13.8,10.2
45641,15.9,3.6,10.2,13.1,9.4
26814,35.3,6.5,21.9,22.7,11.7
47648,15.1,4.7,14.8,13.2,9.4
54058,11.7,2.5,9.4,12.8,8.7
31419,31.8,5.4,20.7,17.4,9.5
75955,6.1,3.0,5.2,8.5,5.8
38187,22.7,6.3,22.5,19.9,11.3
54088,12.9,3.3,16.8,13.6,8.4
39574,20.5,5.4,17.9,19.0,10.0
83014,4.2,2.5,3.6,8.4,6.1
58258,18.1,3.2,5.7,8.5,5.6
50344,12.3,3.4,9.8,11.3,8.5
50774,11.4,3.0,5.8,13.4,10.1
34768,26.9,6.1,14.4,17.9,12.4
71767,9.0,3.5,9.6,9.4,6.2
55913,11.4,4.1,12.3,12.1,8.2
42862,15.5,3.9,20.6,15.2,11.0
39578,18.8,4.8,19.1,17.4,12.0
63477,14.3,4.0,11.0,13.5,5.7
42205,16.9,3.1,21.5,15.1,9.7
65771,7.5,2.0,22.9,11.1,7.0
68380,11.6,4.0,6.6,11.0,7.0
